GeneID1	GeneID2	PCC_healthy	feature_type	PCC_healthy_abs
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	cystathionine	0.117226527073124	metabolite-metabolite	0.117226527073124
sphingosine	sphinganine	0.859953379502791	metabolite-metabolite	0.859953379502791
sphinganine-1-phosphate	sphinganine	0.60895854966482	metabolite-metabolite	0.60895854966482
malate	fumarate	0.805042571305545	metabolite-metabolite	0.805042571305545
gamma-glutamylglycine	glycine	0.876165691815316	metabolite-metabolite	0.876165691815316
glycochenodeoxycholate	glycocholate	0.50538761802664	metabolite-metabolite	0.50538761802664
taurochenodeoxycholate	glycocholate	0.447186699453148	metabolite-metabolite	0.447186699453148
taurocholate	glycocholate	0.644176768924988	metabolite-metabolite	0.644176768924988
corticosterone	cortisol	0.728685620761379	metabolite-metabolite	0.728685620761379
3-hydroxy-3-methylglutarate	myo-inositol	0.137503220966573	metabolite-metabolite	0.137503220966573
S-adenosylhomocysteine (SAH)	myo-inositol	0.407879625936977	metabolite-metabolite	0.407879625936977
pseudouridine	myo-inositol	0.512662372629133	metabolite-metabolite	0.512662372629133
4-acetamidobutanoate	myo-inositol	0.439181332356087	metabolite-metabolite	0.439181332356087
glucuronate	myo-inositol	0.15182046857799	metabolite-metabolite	0.15182046857799
pyroglutamylvaline	myo-inositol	0.388704534315679	metabolite-metabolite	0.388704534315679
1-methyl-4-imidazoleacetate	myo-inositol	0.300894723971476	metabolite-metabolite	0.300894723971476
N-acetylthreonine	myo-inositol	0.439434405745748	metabolite-metabolite	0.439434405745748
N-acetylhistidine	myo-inositol	0.27046114251059	metabolite-metabolite	0.27046114251059
erythronate*	myo-inositol	0.472542741924725	metabolite-metabolite	0.472542741924725
N1-methylinosine	myo-inositol	0.37173977187101	metabolite-metabolite	0.37173977187101
N2,N2-dimethylguanosine	myo-inositol	0.42389629021207	metabolite-metabolite	0.42389629021207
N6-carbamoylthreonyladenosine	myo-inositol	0.51857237281977	metabolite-metabolite	0.51857237281977
4-hydroxyhippurate	myo-inositol	0.121620938624391	metabolite-metabolite	0.121620938624391
3-(3-amino-3-carboxypropyl)uridine*	myo-inositol	0.401474964837905	metabolite-metabolite	0.401474964837905
gulonate*	myo-inositol	0.222274782457616	metabolite-metabolite	0.222274782457616
N6-succinyladenosine	myo-inositol	0.192441541493938	metabolite-metabolite	0.192441541493938
1-ribosyl-imidazoleacetate*	myo-inositol	0.469086299121557	metabolite-metabolite	0.469086299121557
5-(galactosylhydroxy)-L-lysine	myo-inositol	0.161407631191329	metabolite-metabolite	0.161407631191329
O-sulfo-L-tyrosine	myo-inositol	0.211475001500591	metabolite-metabolite	0.211475001500591
11-ketoetiocholanolone glucuronide	myo-inositol	0.251090112725016	metabolite-metabolite	0.251090112725016
arabonate/xylonate	myo-inositol	0.574409884526025	metabolite-metabolite	0.574409884526025
vanillactate	myo-inositol	0.39738933658451	metabolite-metabolite	0.39738933658451
C-glycosyltryptophan	myo-inositol	0.540312196099123	metabolite-metabolite	0.540312196099123
N-acetylglucosamine/N-acetylgalactosamine	myo-inositol	0.351163907757283	metabolite-metabolite	0.351163907757283
adipoylcarnitine (C6-DC)	myo-inositol	0.212102930975077	metabolite-metabolite	0.212102930975077
suberoylcarnitine (C8-DC)	myo-inositol	0.172994389881115	metabolite-metabolite	0.172994389881115
phenylacetylglutamate	myo-inositol	0.115961686006812	metabolite-metabolite	0.115961686006812
cortolone glucuronide (1)	myo-inositol	0.210723047365506	metabolite-metabolite	0.210723047365506
hydroxyasparagine**	myo-inositol	0.539679471545688	metabolite-metabolite	0.539679471545688
glutamine conjugate of C7H12O2*	myo-inositol	0.173715998499035	metabolite-metabolite	0.173715998499035
glutamine conjugate of C6H10O2 (1)*	myo-inositol	0.288213406114709	metabolite-metabolite	0.288213406114709
glutamine conjugate of C6H10O2 (2)*	myo-inositol	0.231097920606036	metabolite-metabolite	0.231097920606036
2-hydroxysebacate	myo-inositol	0.155415067972525	metabolite-metabolite	0.155415067972525
ascorbic acid 3-sulfate*	myo-inositol	0.295621789055791	metabolite-metabolite	0.295621789055791
N-acetyl-isoputreanine	myo-inositol	0.147227587318017	metabolite-metabolite	0.147227587318017
11beta-hydroxyandrosterone glucuronide	myo-inositol	0.280927483981918	metabolite-metabolite	0.280927483981918
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	myo-inositol	0.519616165714375	metabolite-metabolite	0.519616165714375
tetrahydrocortisol glucuronide	myo-inositol	0.390342945109984	metabolite-metabolite	0.390342945109984
N,N-dimethyl-pro-pro	myo-inositol	0.350580072699934	metabolite-metabolite	0.350580072699934
fumarate	malate	0.805042571305545	metabolite-metabolite	0.805042571305545
linoleate (18:2n6)	palmitate (16:0)	0.883306705870496	metabolite-metabolite	0.883306705870496
stearate (18:0)	palmitate (16:0)	0.80938968909608	metabolite-metabolite	0.80938968909608
palmitoleate (16:1n7)	palmitate (16:0)	0.802302561548415	metabolite-metabolite	0.802302561548415
myristate (14:0)	palmitate (16:0)	0.888906237683199	metabolite-metabolite	0.888906237683199
margarate (17:0)	palmitate (16:0)	0.868724534806765	metabolite-metabolite	0.868724534806765
nonadecanoate (19:0)	palmitate (16:0)	0.788242677546731	metabolite-metabolite	0.788242677546731
pentadecanoate (15:0)	palmitate (16:0)	0.877260861726165	metabolite-metabolite	0.877260861726165
dihomo-linoleate (20:2n6)	palmitate (16:0)	0.846337394472781	metabolite-metabolite	0.846337394472781
docosapentaenoate (n3 DPA; 22:5n3)	palmitate (16:0)	0.747004584343444	metabolite-metabolite	0.747004584343444
docosadienoate (22:2n6)	palmitate (16:0)	0.792663612724795	metabolite-metabolite	0.792663612724795
10-nonadecenoate (19:1n9)	palmitate (16:0)	0.799611916813084	metabolite-metabolite	0.799611916813084
10-heptadecenoate (17:1n7)	palmitate (16:0)	0.806988527712014	metabolite-metabolite	0.806988527712014
eicosenoate (20:1)	palmitate (16:0)	0.640991373536952	metabolite-metabolite	0.640991373536952
linolenate [alpha or gamma; (18:3n3 or 6)]	palmitate (16:0)	0.769894181100696	metabolite-metabolite	0.769894181100696
docosapentaenoate (n6 DPA; 22:5n6)	palmitate (16:0)	0.718447982901194	metabolite-metabolite	0.718447982901194
dihomo-linolenate (20:3n3 or n6)	palmitate (16:0)	0.850290244576465	metabolite-metabolite	0.850290244576465
oleate/vaccenate (18:1)	palmitate (16:0)	0.832622391283135	metabolite-metabolite	0.832622391283135
palmitate (16:0)	stearate (18:0)	0.80938968909608	metabolite-metabolite	0.80938968909608
margarate (17:0)	stearate (18:0)	0.790815940389123	metabolite-metabolite	0.790815940389123
dihomo-linoleate (20:2n6)	stearate (18:0)	0.737781151486106	metabolite-metabolite	0.737781151486106
10-nonadecenoate (19:1n9)	stearate (18:0)	0.701315280177409	metabolite-metabolite	0.701315280177409
dihydroorotate	orotate	0.199849594475734	metabolite-metabolite	0.199849594475734
xanthine	orotate	0.811778163019058	metabolite-metabolite	0.811778163019058
orotidine	orotate	0.753898518828187	metabolite-metabolite	0.753898518828187
oxypurinol	orotate	0.83721504466155	metabolite-metabolite	0.83721504466155
linoleate (18:2n6)	palmitoleate (16:1n7)	0.732153801332492	metabolite-metabolite	0.732153801332492
palmitate (16:0)	palmitoleate (16:1n7)	0.802302561548415	metabolite-metabolite	0.802302561548415
myristate (14:0)	palmitoleate (16:1n7)	0.842326715651549	metabolite-metabolite	0.842326715651549
pentadecanoate (15:0)	palmitoleate (16:1n7)	0.80078637988301	metabolite-metabolite	0.80078637988301
dihomo-linoleate (20:2n6)	palmitoleate (16:1n7)	0.762063717522106	metabolite-metabolite	0.762063717522106
docosapentaenoate (n3 DPA; 22:5n3)	palmitoleate (16:1n7)	0.67143489945757	metabolite-metabolite	0.67143489945757
adrenate (22:4n6)	palmitoleate (16:1n7)	0.746470235737057	metabolite-metabolite	0.746470235737057
myristoleate (14:1n5)	palmitoleate (16:1n7)	0.748656711600532	metabolite-metabolite	0.748656711600532
10-nonadecenoate (19:1n9)	palmitoleate (16:1n7)	0.769111913090958	metabolite-metabolite	0.769111913090958
10-heptadecenoate (17:1n7)	palmitoleate (16:1n7)	0.849398935683889	metabolite-metabolite	0.849398935683889
dihomo-linolenate (20:3n3 or n6)	palmitoleate (16:1n7)	0.691707074314278	metabolite-metabolite	0.691707074314278
oleate/vaccenate (18:1)	palmitoleate (16:1n7)	0.792742303823992	metabolite-metabolite	0.792742303823992
pyridoxate	pyridoxal	0.510366233193755	metabolite-metabolite	0.510366233193755
2-hydroxyhippurate (salicylurate)	salicylate	0.920875051710955	metabolite-metabolite	0.920875051710955
choline phosphate	taurine	0.662842514612625	metabolite-metabolite	0.662842514612625
phosphoethanolamine	taurine	0.648721940569307	metabolite-metabolite	0.648721940569307
linoleate (18:2n6)	myristate (14:0)	0.838533476740387	metabolite-metabolite	0.838533476740387
palmitate (16:0)	myristate (14:0)	0.888906237683199	metabolite-metabolite	0.888906237683199
palmitoleate (16:1n7)	myristate (14:0)	0.842326715651549	metabolite-metabolite	0.842326715651549
margarate (17:0)	myristate (14:0)	0.86528767175554	metabolite-metabolite	0.86528767175554
pentadecanoate (15:0)	myristate (14:0)	0.909777952104246	metabolite-metabolite	0.909777952104246
docosapentaenoate (n3 DPA; 22:5n3)	myristate (14:0)	0.738633118527578	metabolite-metabolite	0.738633118527578
myristoleate (14:1n5)	myristate (14:0)	0.736644091522076	metabolite-metabolite	0.736644091522076
5-dodecenoate (12:1n7)	myristate (14:0)	0.594811201163741	metabolite-metabolite	0.594811201163741
10-heptadecenoate (17:1n7)	myristate (14:0)	0.843712062898209	metabolite-metabolite	0.843712062898209
linolenate [alpha or gamma; (18:3n3 or 6)]	myristate (14:0)	0.780775817380053	metabolite-metabolite	0.780775817380053
dihomo-linolenate (20:3n3 or n6)	myristate (14:0)	0.773541328189133	metabolite-metabolite	0.773541328189133
oleate/vaccenate (18:1)	myristate (14:0)	0.775787147245811	metabolite-metabolite	0.775787147245811
N-acetylthreonine	urea	0.293479095172003	metabolite-metabolite	0.293479095172003
N,N-dimethyl-pro-pro	urea	0.363391200413188	metabolite-metabolite	0.363391200413188
2-hydroxybutyrate/2-hydroxyisobutyrate	alpha-ketobutyrate	0.844894605983203	metabolite-metabolite	0.844894605983203
quinolinate	pseudouridine	0.352888831664049	metabolite-metabolite	0.352888831664049
S-adenosylhomocysteine (SAH)	pseudouridine	0.410904277199208	metabolite-metabolite	0.410904277199208
myo-inositol	pseudouridine	0.512662372629133	metabolite-metabolite	0.512662372629133
N-acetylalanine	pseudouridine	0.501156527939433	metabolite-metabolite	0.501156527939433
4-acetamidobutanoate	pseudouridine	0.39798073288019	metabolite-metabolite	0.39798073288019
glucuronate	pseudouridine	0.213014394636515	metabolite-metabolite	0.213014394636515
xanthosine	pseudouridine	0.240581783269734	metabolite-metabolite	0.240581783269734
ribonate	pseudouridine	0.222622015241689	metabolite-metabolite	0.222622015241689
1-methyl-4-imidazoleacetate	pseudouridine	0.247400650902964	metabolite-metabolite	0.247400650902964
N-acetylthreonine	pseudouridine	0.432305452493082	metabolite-metabolite	0.432305452493082
erythronate*	pseudouridine	0.437964645851652	metabolite-metabolite	0.437964645851652
N1-methylinosine	pseudouridine	0.389631151081707	metabolite-metabolite	0.389631151081707
N2,N2-dimethylguanosine	pseudouridine	0.43596314405084	metabolite-metabolite	0.43596314405084
N4-acetylcytidine	pseudouridine	0.502322540560617	metabolite-metabolite	0.502322540560617
N6-carbamoylthreonyladenosine	pseudouridine	0.635143051206536	metabolite-metabolite	0.635143051206536
phenylacetylglutamine	pseudouridine	0.190044515606256	metabolite-metabolite	0.190044515606256
5,6-dihydrouridine	pseudouridine	0.633672565081083	metabolite-metabolite	0.633672565081083
3-(3-amino-3-carboxypropyl)uridine*	pseudouridine	0.463987611902609	metabolite-metabolite	0.463987611902609
gulonate*	pseudouridine	0.253752605618642	metabolite-metabolite	0.253752605618642
N6-succinyladenosine	pseudouridine	0.287760107094226	metabolite-metabolite	0.287760107094226
1-ribosyl-imidazoleacetate*	pseudouridine	0.285976777832182	metabolite-metabolite	0.285976777832182
dimethylarginine (SDMA + ADMA)	pseudouridine	0.358471335112241	metabolite-metabolite	0.358471335112241
N-acetylserine	pseudouridine	0.508296111865232	metabolite-metabolite	0.508296111865232
acisoga	pseudouridine	0.323900648626398	metabolite-metabolite	0.323900648626398
O-sulfo-L-tyrosine	pseudouridine	0.238492781018101	metabolite-metabolite	0.238492781018101
3-methylglutarylcarnitine (2)	pseudouridine	0.361993250806238	metabolite-metabolite	0.361993250806238
arabonate/xylonate	pseudouridine	0.382780369447296	metabolite-metabolite	0.382780369447296
C-glycosyltryptophan	pseudouridine	0.552906863032656	metabolite-metabolite	0.552906863032656
arabitol/xylitol	pseudouridine	0.439309278049443	metabolite-metabolite	0.439309278049443
N-acetylglucosamine/N-acetylgalactosamine	pseudouridine	0.407449885507038	metabolite-metabolite	0.407449885507038
adipoylcarnitine (C6-DC)	pseudouridine	0.224890514090889	metabolite-metabolite	0.224890514090889
suberoylcarnitine (C8-DC)	pseudouridine	0.191023399343204	metabolite-metabolite	0.191023399343204
methylsuccinoylcarnitine	pseudouridine	0.381706394139896	metabolite-metabolite	0.381706394139896
hydroxyasparagine**	pseudouridine	0.576467902916613	metabolite-metabolite	0.576467902916613
N-acetyl-isoputreanine	pseudouridine	0.209387641655578	metabolite-metabolite	0.209387641655578
11beta-hydroxyandrosterone glucuronide	pseudouridine	0.387856295919592	metabolite-metabolite	0.387856295919592
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	pseudouridine	0.565616425829178	metabolite-metabolite	0.565616425829178
N,N-dimethyl-pro-pro	pseudouridine	0.423718004703605	metabolite-metabolite	0.423718004703605
hydroxycotinine	cotinine	0.931506270128574	metabolite-metabolite	0.931506270128574
theophylline	caffeine	0.727064647846721	metabolite-metabolite	0.727064647846721
paraxanthine	caffeine	0.672738932658917	metabolite-metabolite	0.672738932658917
1,3,7-trimethylurate	caffeine	0.934754925078809	metabolite-metabolite	0.934754925078809
caprylate (8:0)	caprate (10:0)	0.75656567458618	metabolite-metabolite	0.75656567458618
sebacate (C10-DC)	caprate (10:0)	0.386327372061603	metabolite-metabolite	0.386327372061603
stearidonate (18:4n3)	caprate (10:0)	0.546593109228363	metabolite-metabolite	0.546593109228363
linoleate (18:2n6)	margarate (17:0)	0.811463640233035	metabolite-metabolite	0.811463640233035
palmitate (16:0)	margarate (17:0)	0.868724534806765	metabolite-metabolite	0.868724534806765
stearate (18:0)	margarate (17:0)	0.790815940389123	metabolite-metabolite	0.790815940389123
myristate (14:0)	margarate (17:0)	0.86528767175554	metabolite-metabolite	0.86528767175554
nonadecanoate (19:0)	margarate (17:0)	0.868469446039011	metabolite-metabolite	0.868469446039011
pentadecanoate (15:0)	margarate (17:0)	0.933803244959317	metabolite-metabolite	0.933803244959317
dihomo-linoleate (20:2n6)	margarate (17:0)	0.916843213940474	metabolite-metabolite	0.916843213940474
docosapentaenoate (n3 DPA; 22:5n3)	margarate (17:0)	0.777775014477551	metabolite-metabolite	0.777775014477551
adrenate (22:4n6)	margarate (17:0)	0.865575470328248	metabolite-metabolite	0.865575470328248
10-nonadecenoate (19:1n9)	margarate (17:0)	0.891886775603997	metabolite-metabolite	0.891886775603997
10-heptadecenoate (17:1n7)	margarate (17:0)	0.892574748702645	metabolite-metabolite	0.892574748702645
eicosenoate (20:1)	margarate (17:0)	0.75958128435145	metabolite-metabolite	0.75958128435145
(16 or 17)-methylstearate (a19:0 or i19:0)	margarate (17:0)	0.778250895625364	metabolite-metabolite	0.778250895625364
oleate/vaccenate (18:1)	margarate (17:0)	0.716038818084955	metabolite-metabolite	0.716038818084955
palmitate (16:0)	nonadecanoate (19:0)	0.788242677546731	metabolite-metabolite	0.788242677546731
margarate (17:0)	nonadecanoate (19:0)	0.868469446039011	metabolite-metabolite	0.868469446039011
pentadecanoate (15:0)	nonadecanoate (19:0)	0.827486687236645	metabolite-metabolite	0.827486687236645
10-heptadecenoate (17:1n7)	nonadecanoate (19:0)	0.749214875379289	metabolite-metabolite	0.749214875379289
eicosenoate (20:1)	nonadecanoate (19:0)	0.711180085013812	metabolite-metabolite	0.711180085013812
(16 or 17)-methylstearate (a19:0 or i19:0)	nonadecanoate (19:0)	0.758223310366999	metabolite-metabolite	0.758223310366999
maltotriose	maltose	0.793702548362146	metabolite-metabolite	0.793702548362146
N-stearoyl-sphingosine (d18:1/18:0)*	N-stearoyl-sphinganine (d18:0/18:0)*	0.728087703689518	metabolite-metabolite	0.728087703689518
orotate	dihydroorotate	0.199849594475734	metabolite-metabolite	0.199849594475734
orotidine	dihydroorotate	0.165228987761553	metabolite-metabolite	0.165228987761553
gulonate*	dihydroorotate	-0.120940718262412	metabolite-metabolite	0.120940718262412
2-methylmalonylcarnitine (C4-DC)	dihydroorotate	-0.123221039787009	metabolite-metabolite	0.123221039787009
C-glycosyltryptophan	dihydroorotate	-0.103722234481553	metabolite-metabolite	0.103722234481553
hydroxyasparagine**	dihydroorotate	-0.115610566530213	metabolite-metabolite	0.115610566530213
caprate (10:0)	caprylate (8:0)	0.75656567458618	metabolite-metabolite	0.75656567458618
sebacate (C10-DC)	caprylate (8:0)	0.41675784708939	metabolite-metabolite	0.41675784708939
stearidonate (18:4n3)	caprylate (8:0)	0.558732562392648	metabolite-metabolite	0.558732562392648
linoleate (18:2n6)	pentadecanoate (15:0)	0.819738494905635	metabolite-metabolite	0.819738494905635
palmitate (16:0)	pentadecanoate (15:0)	0.877260861726165	metabolite-metabolite	0.877260861726165
palmitoleate (16:1n7)	pentadecanoate (15:0)	0.80078637988301	metabolite-metabolite	0.80078637988301
myristate (14:0)	pentadecanoate (15:0)	0.909777952104246	metabolite-metabolite	0.909777952104246
margarate (17:0)	pentadecanoate (15:0)	0.933803244959317	metabolite-metabolite	0.933803244959317
nonadecanoate (19:0)	pentadecanoate (15:0)	0.827486687236645	metabolite-metabolite	0.827486687236645
dihomo-linoleate (20:2n6)	pentadecanoate (15:0)	0.848768000698468	metabolite-metabolite	0.848768000698468
docosapentaenoate (n3 DPA; 22:5n3)	pentadecanoate (15:0)	0.736421465234396	metabolite-metabolite	0.736421465234396
myristoleate (14:1n5)	pentadecanoate (15:0)	0.609745288930584	metabolite-metabolite	0.609745288930584
10-nonadecenoate (19:1n9)	pentadecanoate (15:0)	0.848843974074548	metabolite-metabolite	0.848843974074548
10-heptadecenoate (17:1n7)	pentadecanoate (15:0)	0.868160948794432	metabolite-metabolite	0.868160948794432
eicosenoate (20:1)	pentadecanoate (15:0)	0.687036639326236	metabolite-metabolite	0.687036639326236
(16 or 17)-methylstearate (a19:0 or i19:0)	pentadecanoate (15:0)	0.72478032815351	metabolite-metabolite	0.72478032815351
oleate/vaccenate (18:1)	pentadecanoate (15:0)	0.729955471582951	metabolite-metabolite	0.729955471582951
orotate	xanthine	0.811778163019058	metabolite-metabolite	0.811778163019058
orotidine	xanthine	0.652786629949545	metabolite-metabolite	0.652786629949545
oxypurinol	xanthine	0.733255962222244	metabolite-metabolite	0.733255962222244
spermidine	phosphoethanolamine	0.367300058106705	metabolite-metabolite	0.367300058106705
3-phosphoglycerate	phosphoethanolamine	0.325869026519372	metabolite-metabolite	0.325869026519372
choline phosphate	phosphoethanolamine	0.771468844427478	metabolite-metabolite	0.771468844427478
sphingosine	phosphoethanolamine	0.620059687117361	metabolite-metabolite	0.620059687117361
taurine	phosphoethanolamine	0.648721940569307	metabolite-metabolite	0.648721940569307
sphingosine 1-phosphate	phosphoethanolamine	0.321827892695127	metabolite-metabolite	0.321827892695127
sphinganine-1-phosphate	phosphoethanolamine	0.431643588527966	metabolite-metabolite	0.431643588527966
tartronate (hydroxymalonate)	glycerate	0.768498848117037	metabolite-metabolite	0.768498848117037
oxalate (ethanedioate)	glycerate	0.732532500615474	metabolite-metabolite	0.732532500615474
threonate	glycerate	0.384191006104908	metabolite-metabolite	0.384191006104908
N-acetylserine	N-acetylmethionine	0.497725781556358	metabolite-metabolite	0.497725781556358
N-formylmethionine	N-acetylvaline	0.511417518174832	metabolite-metabolite	0.511417518174832
S-adenosylhomocysteine (SAH)	N-acetylvaline	0.166534840196999	metabolite-metabolite	0.166534840196999
N-acetylalanine	N-acetylvaline	0.588844525814487	metabolite-metabolite	0.588844525814487
N-acetylthreonine	N-acetylvaline	0.315912708107514	metabolite-metabolite	0.315912708107514
erythronate*	N-acetylvaline	0.369922277403927	metabolite-metabolite	0.369922277403927
gulonate*	N-acetylvaline	0.100042161499455	metabolite-metabolite	0.100042161499455
N-acetylserine	N-acetylvaline	0.512999319515525	metabolite-metabolite	0.512999319515525
hydroxyasparagine**	N-acetylvaline	0.448165975970821	metabolite-metabolite	0.448165975970821
biliverdin	bilirubin (Z,Z)	0.755499801464349	metabolite-metabolite	0.755499801464349
bilirubin (E,Z or Z,E)*	bilirubin (Z,Z)	0.747440520444645	metabolite-metabolite	0.747440520444645
4-hydroxyphenylacetate	methyl indole-3-acetate	0.234944413442404	metabolite-metabolite	0.234944413442404
indoleacetylglutamine	methyl indole-3-acetate	0.637361920237783	metabolite-metabolite	0.637361920237783
tyramine O-sulfate	methyl indole-3-acetate	0.122402750069716	metabolite-metabolite	0.122402750069716
indoleacetate	methyl indole-3-acetate	0.6745088920726	metabolite-metabolite	0.6745088920726
N-formylmethionine	N-acetylalanine	0.575821833528289	metabolite-metabolite	0.575821833528289
S-adenosylhomocysteine (SAH)	N-acetylalanine	0.311569754328128	metabolite-metabolite	0.311569754328128
pseudouridine	N-acetylalanine	0.501156527939433	metabolite-metabolite	0.501156527939433
N-acetylvaline	N-acetylalanine	0.588844525814487	metabolite-metabolite	0.588844525814487
ribonate	N-acetylalanine	0.256895619880628	metabolite-metabolite	0.256895619880628
N-acetylthreonine	N-acetylalanine	0.366760317983242	metabolite-metabolite	0.366760317983242
erythronate*	N-acetylalanine	0.47102833441664	metabolite-metabolite	0.47102833441664
N6-carbamoylthreonyladenosine	N-acetylalanine	0.535995063551322	metabolite-metabolite	0.535995063551322
5,6-dihydrouridine	N-acetylalanine	0.498171389767268	metabolite-metabolite	0.498171389767268
1-ribosyl-imidazoleacetate*	N-acetylalanine	0.309710525936869	metabolite-metabolite	0.309710525936869
dimethylarginine (SDMA + ADMA)	N-acetylalanine	0.301834651938976	metabolite-metabolite	0.301834651938976
N-acetylserine	N-acetylalanine	0.56417334634967	metabolite-metabolite	0.56417334634967
O-sulfo-L-tyrosine	N-acetylalanine	0.128787377845887	metabolite-metabolite	0.128787377845887
arabonate/xylonate	N-acetylalanine	0.307913468252389	metabolite-metabolite	0.307913468252389
C-glycosyltryptophan	N-acetylalanine	0.585923078082069	metabolite-metabolite	0.585923078082069
hydroxyasparagine**	N-acetylalanine	0.57046206914018	metabolite-metabolite	0.57046206914018
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	N-acetylalanine	0.532809532522387	metabolite-metabolite	0.532809532522387
N,N-dimethyl-pro-pro	N-acetylalanine	0.355297325690395	metabolite-metabolite	0.355297325690395
5-hydroxyindoleacetate	vanillylmandelate (VMA)	0.250781745807234	metabolite-metabolite	0.250781745807234
kynurenate	vanillylmandelate (VMA)	0.17733489381819	metabolite-metabolite	0.17733489381819
3-hydroxy-3-methylglutarate	vanillylmandelate (VMA)	0.311653171945517	metabolite-metabolite	0.311653171945517
quinolinate	vanillylmandelate (VMA)	0.109259068550501	metabolite-metabolite	0.109259068550501
4-acetamidobutanoate	vanillylmandelate (VMA)	0.429468601323636	metabolite-metabolite	0.429468601323636
1-methyl-4-imidazoleacetate	vanillylmandelate (VMA)	0.18159419308985	metabolite-metabolite	0.18159419308985
N-acetyltryptophan	vanillylmandelate (VMA)	0.162378771377948	metabolite-metabolite	0.162378771377948
N-acetylhistidine	vanillylmandelate (VMA)	0.298907979690716	metabolite-metabolite	0.298907979690716
N1-methylinosine	vanillylmandelate (VMA)	0.370580461281362	metabolite-metabolite	0.370580461281362
N2,N2-dimethylguanosine	vanillylmandelate (VMA)	0.355440696791176	metabolite-metabolite	0.355440696791176
N6-carbamoylthreonyladenosine	vanillylmandelate (VMA)	0.396076613050827	metabolite-metabolite	0.396076613050827
3-(3-amino-3-carboxypropyl)uridine*	vanillylmandelate (VMA)	0.177418113006741	metabolite-metabolite	0.177418113006741
tetradecanedioate (C14-DC)	vanillylmandelate (VMA)	0.15786382915816	metabolite-metabolite	0.15786382915816
N6-succinyladenosine	vanillylmandelate (VMA)	0.115703717036607	metabolite-metabolite	0.115703717036607
3-methylglutaconate	vanillylmandelate (VMA)	0.167340850467024	metabolite-metabolite	0.167340850467024
hydantoin-5-propionate	vanillylmandelate (VMA)	0.120548078562199	metabolite-metabolite	0.120548078562199
11-ketoetiocholanolone glucuronide	vanillylmandelate (VMA)	0.130190225414991	metabolite-metabolite	0.130190225414991
octadecenedioylcarnitine (C18:1-DC)*	vanillylmandelate (VMA)	0.213413180764251	metabolite-metabolite	0.213413180764251
vanillactate	vanillylmandelate (VMA)	0.506236027731784	metabolite-metabolite	0.506236027731784
p-cresol glucuronide*	vanillylmandelate (VMA)	0.26662312191438	metabolite-metabolite	0.26662312191438
N-acetylglucosamine/N-acetylgalactosamine	vanillylmandelate (VMA)	0.202598934477786	metabolite-metabolite	0.202598934477786
adipoylcarnitine (C6-DC)	vanillylmandelate (VMA)	0.179736247768499	metabolite-metabolite	0.179736247768499
suberoylcarnitine (C8-DC)	vanillylmandelate (VMA)	0.283555993092552	metabolite-metabolite	0.283555993092552
phenylacetylglutamate	vanillylmandelate (VMA)	0.181013570751691	metabolite-metabolite	0.181013570751691
cortolone glucuronide (1)	vanillylmandelate (VMA)	0.129722311373338	metabolite-metabolite	0.129722311373338
dodecenedioate (C12:1-DC)*	vanillylmandelate (VMA)	0.413497083583018	metabolite-metabolite	0.413497083583018
hexadecenedioate (C16:1-DC)*	vanillylmandelate (VMA)	0.107379909327879	metabolite-metabolite	0.107379909327879
pyroglutamylalanine*	vanillylmandelate (VMA)	0.197773171777808	metabolite-metabolite	0.197773171777808
2-hydroxysebacate	vanillylmandelate (VMA)	0.107241984367242	metabolite-metabolite	0.107241984367242
N-acetyl-isoputreanine	vanillylmandelate (VMA)	0.105385794502821	metabolite-metabolite	0.105385794502821
11beta-hydroxyandrosterone glucuronide	vanillylmandelate (VMA)	0.140267091275285	metabolite-metabolite	0.140267091275285
N2-acetyl,N6,N6-dimethyllysine	vanillylmandelate (VMA)	0.122139733028247	metabolite-metabolite	0.122139733028247
hydroxy-N6,N6,N6-trimethyllysine*	vanillylmandelate (VMA)	0.143033065072174	metabolite-metabolite	0.143033065072174
(S)-a-amino-omega-caprolactam	vanillylmandelate (VMA)	0.229192326624056	metabolite-metabolite	0.229192326624056
GlcNAc sulfate conjugate of C21H34O2 steroid**	vanillylmandelate (VMA)	-0.151049296202229	metabolite-metabolite	0.151049296202229
tetrahydrocortisol glucuronide	vanillylmandelate (VMA)	0.156735134755381	metabolite-metabolite	0.156735134755381
3-hydroxy-3-methylglutarate	4-acetamidobutanoate	0.246989990016811	metabolite-metabolite	0.246989990016811
quinolinate	4-acetamidobutanoate	0.107302019703694	metabolite-metabolite	0.107302019703694
myo-inositol	4-acetamidobutanoate	0.439181332356087	metabolite-metabolite	0.439181332356087
pseudouridine	4-acetamidobutanoate	0.39798073288019	metabolite-metabolite	0.39798073288019
vanillylmandelate (VMA)	4-acetamidobutanoate	0.429468601323636	metabolite-metabolite	0.429468601323636
N-acetylneuraminate	4-acetamidobutanoate	0.200604549325305	metabolite-metabolite	0.200604549325305
glucuronate	4-acetamidobutanoate	0.167308788500638	metabolite-metabolite	0.167308788500638
pyroglutamylglutamine	4-acetamidobutanoate	0.125668697873191	metabolite-metabolite	0.125668697873191
