GeneID1	GeneID2	PCC_healthy	feature_type	PCC_healthy_abs
SOD1	BCHE	-0.33445959074061	protein-protein	0.33445959074061
SOD1	GC	-0.642907438761482	protein-protein	0.642907438761482
SOD1	APOA1	-0.529207988994763	protein-protein	0.529207988994763
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
SERPINA1	CST3	0.355018553443271	protein-protein	0.355018553443271
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
SELENOP	BCHE	0.53444898677275	protein-protein	0.53444898677275
KLKB1	BCHE	0.611711613767086	protein-protein	0.611711613767086
KLKB1	SELENOP	0.355277740658557	protein-protein	0.355277740658557
KLKB1	PON1	0.669723407880551	protein-protein	0.669723407880551
PRG4	HP	-0.290507614558881	protein-protein	0.290507614558881
GC	HP	0.355108446289529	protein-protein	0.355108446289529
GC	PRG4	-0.319800086829764	protein-protein	0.319800086829764
S100A8	CAMP	0.116910158056368	protein-protein	0.116910158056368
CA2	PON1	-0.270393051937042	protein-protein	0.270393051937042
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
PON1	BCHE	0.447450177441317	protein-protein	0.447450177441317
S100A8	GC	-0.594329741620782	protein-protein	0.594329741620782
SOD1	CAMP	-0.16269398176977	protein-protein	0.16269398176977
S100A9	CST3	0.257047770318319	protein-protein	0.257047770318319
S100A9	CA2	0.240352016215577	protein-protein	0.240352016215577
BCHE	HP	-0.244085394968344	protein-protein	0.244085394968344
MRC1	CD163	0.628898360054422	protein-protein	0.628898360054422
KLKB1	PON1	0.669723407880551	protein-protein	0.669723407880551
GC	HP	0.355108446289529	protein-protein	0.355108446289529
GC	BCHE	0.100094986536668	protein-protein	0.100094986536668
GC	SELENOP	0.197785264896149	protein-protein	0.197785264896149
GC	PON1	0.421309611241256	protein-protein	0.421309611241256
GC	KLKB1	0.523716249566181	protein-protein	0.523716249566181
F7	PON1	0.129479676033835	protein-protein	0.129479676033835
F7	KLKB1	0.121285035097878	protein-protein	0.121285035097878
APOA1	PON1	0.412023881172278	protein-protein	0.412023881172278
APOA1	KLKB1	0.799045129044991	protein-protein	0.799045129044991
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
PRG4	BCHE	0.494881479724697	protein-protein	0.494881479724697
SOD1	CST3	0.728855099690177	protein-protein	0.728855099690177
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
CA2	SERPINA1	0.100233832913932	protein-protein	0.100233832913932
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
MRC1	CD163	0.628898360054422	protein-protein	0.628898360054422
PRG4	HP	-0.290507614558881	protein-protein	0.290507614558881
GC	HP	0.355108446289529	protein-protein	0.355108446289529
GC	PON1	0.421309611241256	protein-protein	0.421309611241256
GC	PRG4	-0.319800086829764	protein-protein	0.319800086829764
SERPINA1	F7	-0.458578439260978	protein-protein	0.458578439260978
APOA1	SELENOP	0.519656049665362	protein-protein	0.519656049665362
APOA1	F7	0.419312386021422	protein-protein	0.419312386021422
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
PRG4	ITGB3	-0.370856872196688	protein-protein	0.370856872196688
CST3	CD163	0.29907117256548	protein-protein	0.29907117256548
BCHE	HP	-0.244085394968344	protein-protein	0.244085394968344
PON1	BCHE	0.447450177441317	protein-protein	0.447450177441317
KLKB1	BCHE	0.611711613767086	protein-protein	0.611711613767086
KLKB1	PON1	0.669723407880551	protein-protein	0.669723407880551
PRG4	HP	-0.290507614558881	protein-protein	0.290507614558881
GC	HP	0.355108446289529	protein-protein	0.355108446289529
GC	SELENOP	0.197785264896149	protein-protein	0.197785264896149
GC	PON1	0.421309611241256	protein-protein	0.421309611241256
GC	KLKB1	0.523716249566181	protein-protein	0.523716249566181
GC	PRG4	-0.319800086829764	protein-protein	0.319800086829764
F7	HP	-0.170933888642155	protein-protein	0.170933888642155
F7	PON1	0.129479676033835	protein-protein	0.129479676033835
F7	KLKB1	0.121285035097878	protein-protein	0.121285035097878
SERPINA1	SELENOP	-0.416356459661	protein-protein	0.416356459661
SERPINA1	PRG4	-0.285155335710405	protein-protein	0.285155335710405
APOA1	BCHE	0.654247185626384	protein-protein	0.654247185626384
APOA1	PON1	0.412023881172278	protein-protein	0.412023881172278
APOA1	KLKB1	0.799045129044991	protein-protein	0.799045129044991
APOA1	GC	0.294014905969001	protein-protein	0.294014905969001
APOA1	F7	0.419312386021422	protein-protein	0.419312386021422
APOA1	SERPINA1	-0.670678343801953	protein-protein	0.670678343801953
SOD1	PON1	-0.597777780397377	protein-protein	0.597777780397377
SOD1	KLKB1	-0.665019513746992	protein-protein	0.665019513746992
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
F7	PON1	0.129479676033835	protein-protein	0.129479676033835
F7	GC	-0.235362891132838	protein-protein	0.235362891132838
SERPINA1	KLKB1	-0.714074499169988	protein-protein	0.714074499169988
APOA1	PON1	0.412023881172278	protein-protein	0.412023881172278
APOA1	GC	0.294014905969001	protein-protein	0.294014905969001
APOA1	F7	0.419312386021422	protein-protein	0.419312386021422
APOA1	SERPINA1	-0.670678343801953	protein-protein	0.670678343801953
CA2	KLKB1	-0.331106999356905	protein-protein	0.331106999356905
CA2	SERPINA1	0.100233832913932	protein-protein	0.100233832913932
SOD1	PON1	-0.597777780397377	protein-protein	0.597777780397377
MRC1	ITGB3	-0.125483445483751	protein-protein	0.125483445483751
PRG4	BCHE	0.494881479724697	protein-protein	0.494881479724697
SERPINA1	SELENOP	-0.416356459661	protein-protein	0.416356459661
CA2	ITGB3	-0.179426525643601	protein-protein	0.179426525643601
SOD1	BCHE	-0.33445959074061	protein-protein	0.33445959074061
SOD1	S100A8	0.524523100800749	protein-protein	0.524523100800749
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
FN1	BCHE	0.211497350841834	protein-protein	0.211497350841834
FN1	CST3	-0.19586888002352	protein-protein	0.19586888002352
FN1	SOD1	-0.361330605515002	protein-protein	0.361330605515002
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
FN1	ITGA2B	-0.255179047088885	protein-protein	0.255179047088885
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
FN1	ITGA2B	-0.255179047088885	protein-protein	0.255179047088885
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
CD163	HP	-0.226873595171007	protein-protein	0.226873595171007
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
FN1	ITGA2B	-0.255179047088885	protein-protein	0.255179047088885
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
CD163	HP	-0.226873595171007	protein-protein	0.226873595171007
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
FN1	ITGA2B	-0.255179047088885	protein-protein	0.255179047088885
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
FN1	ITGA2B	-0.255179047088885	protein-protein	0.255179047088885
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
FN1	SERPINA1	-0.129036365203845	protein-protein	0.129036365203845
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
FN1	ITGB3	-0.225101765584423	protein-protein	0.225101765584423
APOA1	PON1	0.412023881172278	protein-protein	0.412023881172278
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
ITGB3	ITGA2B	0.898700255351803	protein-protein	0.898700255351803
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
S100A9	S100A8	0.908471921604168	protein-protein	0.908471921604168
B2M	IGFBP7	0.574203774189548	protein-protein	0.574203774189548
PPIB	TPI1	0.624451857948955	protein-protein	0.624451857948955
CDH5	IGFBP7	0.180345511046997	protein-protein	0.180345511046997
YWHAE	TFRC	0.298262608061868	protein-protein	0.298262608061868
SERPINC1	F11	0.606719409057022	protein-protein	0.606719409057022
SERPING1	B2M	0.489359606150897	protein-protein	0.489359606150897
CDH5	IGFBP7	0.180345511046997	protein-protein	0.180345511046997
YWHAE	TPI1	0.136117480577976	protein-protein	0.136117480577976
PPIB	TPI1	0.624451857948955	protein-protein	0.624451857948955
CDH5	IGFBP7	0.180345511046997	protein-protein	0.180345511046997
SERPINC1	CA1	-0.43080713987556	protein-protein	0.43080713987556
TFRC	ANXA2	-0.293989991556861	protein-protein	0.293989991556861
APOH	F11	0.314345030909327	protein-protein	0.314345030909327
CPB2	F11	0.187154717439141	protein-protein	0.187154717439141
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
AFM	SERPINA4	0.704775570044954	protein-protein	0.704775570044954
SERPINC1	SERPINA4	0.444981346509371	protein-protein	0.444981346509371
SERPINC1	F11	0.606719409057022	protein-protein	0.606719409057022
SERPINC1	APOH	0.580133247626524	protein-protein	0.580133247626524
CPB2	SERPINA4	0.338641683867608	protein-protein	0.338641683867608
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
CPB2	SERPINC1	0.316243123279821	protein-protein	0.316243123279821
SERPING1	SERPINC1	0.189401628212671	protein-protein	0.189401628212671
SERPING1	CPB2	0.290312252680366	protein-protein	0.290312252680366
CDH5	IGFBP7	0.180345511046997	protein-protein	0.180345511046997
YWHAE	TPI1	0.136117480577976	protein-protein	0.136117480577976
SERPINC1	APOH	0.580133247626524	protein-protein	0.580133247626524
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
CPB2	SERPINC1	0.316243123279821	protein-protein	0.316243123279821
SERPING1	APOH	0.27431855749677	protein-protein	0.27431855749677
SERPING1	SERPINC1	0.189401628212671	protein-protein	0.189401628212671
SERPING1	CPB2	0.290312252680366	protein-protein	0.290312252680366
CDH5	IGFBP7	0.180345511046997	protein-protein	0.180345511046997
CDH5	CPB2	-0.202885654472864	protein-protein	0.202885654472864
CAT	AFM	0.231175252811739	protein-protein	0.231175252811739
SERPINC1	F11	0.606719409057022	protein-protein	0.606719409057022
SERPINC1	APOH	0.580133247626524	protein-protein	0.580133247626524
CPB2	SERPINA4	0.338641683867608	protein-protein	0.338641683867608
CPB2	F11	0.187154717439141	protein-protein	0.187154717439141
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
CPB2	SERPINC1	0.316243123279821	protein-protein	0.316243123279821
AFM	SERPINA4	0.704775570044954	protein-protein	0.704775570044954
F11	SERPINA4	0.387118544978106	protein-protein	0.387118544978106
APOH	SERPINA4	0.513039369417562	protein-protein	0.513039369417562
APOH	F11	0.314345030909327	protein-protein	0.314345030909327
SERPINC1	SERPINA4	0.444981346509371	protein-protein	0.444981346509371
CPB2	SERPINA4	0.338641683867608	protein-protein	0.338641683867608
CPB2	F11	0.187154717439141	protein-protein	0.187154717439141
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
PPIB	ANXA2	-0.279975601767551	protein-protein	0.279975601767551
AFM	SERPINA4	0.704775570044954	protein-protein	0.704775570044954
CAT	AFM	0.231175252811739	protein-protein	0.231175252811739
SERPINC1	APOH	0.580133247626524	protein-protein	0.580133247626524
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
CPB2	SERPINC1	0.316243123279821	protein-protein	0.316243123279821
SERPING1	CPB2	0.290312252680366	protein-protein	0.290312252680366
F11	CA1	-0.199755534829853	protein-protein	0.199755534829853
F11	AFM	0.226135238625207	protein-protein	0.226135238625207
APOH	SERPINA4	0.513039369417562	protein-protein	0.513039369417562
SERPING1	CAT	0.337169291956578	protein-protein	0.337169291956578
CPB2	SERPINA4	0.338641683867608	protein-protein	0.338641683867608
PPIB	B2M	-0.114076436108013	protein-protein	0.114076436108013
CDH5	IGFBP7	0.180345511046997	protein-protein	0.180345511046997
APOH	SERPINA4	0.513039369417562	protein-protein	0.513039369417562
SERPINC1	SERPINA4	0.444981346509371	protein-protein	0.444981346509371
SERPINC1	APOH	0.580133247626524	protein-protein	0.580133247626524
B2M	SOD2	0.336684193364846	protein-protein	0.336684193364846
AFM	TPI1	-0.134310677247209	protein-protein	0.134310677247209
F11	SOD2	0.218192626929687	protein-protein	0.218192626929687
APOH	F11	0.314345030909327	protein-protein	0.314345030909327
CAT	TPI1	0.549190222857512	protein-protein	0.549190222857512
SERPINC1	F11	0.606719409057022	protein-protein	0.606719409057022
SERPINC1	APOH	0.580133247626524	protein-protein	0.580133247626524
CPB2	F11	0.187154717439141	protein-protein	0.187154717439141
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
CPB2	SERPINC1	0.316243123279821	protein-protein	0.316243123279821
SERPING1	CAT	0.337169291956578	protein-protein	0.337169291956578
PPIB	CAT	0.238241986651429	protein-protein	0.238241986651429
CDH5	SOD2	0.259465346651277	protein-protein	0.259465346651277
F11	AFM	0.226135238625207	protein-protein	0.226135238625207
APOH	SERPINA4	0.513039369417562	protein-protein	0.513039369417562
APOH	F11	0.314345030909327	protein-protein	0.314345030909327
CAT	APOH	-0.249068161995822	protein-protein	0.249068161995822
SERPINC1	SERPINA4	0.444981346509371	protein-protein	0.444981346509371
SERPINC1	F11	0.606719409057022	protein-protein	0.606719409057022
SERPINC1	APOH	0.580133247626524	protein-protein	0.580133247626524
SERPINC1	CAT	-0.370628116309247	protein-protein	0.370628116309247
CPB2	SERPINA4	0.338641683867608	protein-protein	0.338641683867608
CPB2	F11	0.187154717439141	protein-protein	0.187154717439141
CPB2	APOH	0.318758591916095	protein-protein	0.318758591916095
CPB2	CAT	-0.351375879609762	protein-protein	0.351375879609762
CPB2	SERPINC1	0.316243123279821	protein-protein	0.316243123279821
ANXA2	CA1	-0.174998202506999	protein-protein	0.174998202506999
AFM	SOD2	-0.200454214776604	protein-protein	0.200454214776604
SERPINC1	ANXA2	0.108379698352552	protein-protein	0.108379698352552
B2M	TFRC	0.192548450956005	protein-protein	0.192548450956005
CDH5	F11	0.367700551024803	protein-protein	0.367700551024803
CAT	SOD2	0.333771675252766	protein-protein	0.333771675252766
B2M	TFRC	0.192548450956005	protein-protein	0.192548450956005
APOH	ANXA2	0.241957353629085	protein-protein	0.241957353629085
APOH	ANXA2	0.241957353629085	protein-protein	0.241957353629085
B2M	TFRC	0.192548450956005	protein-protein	0.192548450956005
APOH	ANXA2	0.241957353629085	protein-protein	0.241957353629085
SERPINC1	SERPINA4	0.444981346509371	protein-protein	0.444981346509371
SERPING1	SERPINC1	0.189401628212671	protein-protein	0.189401628212671
AHSG	FCGR2A	-0.361811723958676	protein-protein	0.361811723958676
C2	C1S	0.336222821985693	protein-protein	0.336222821985693
ALDOB	F9	0.125969062133331	protein-protein	0.125969062133331
APOC3	FCGR2A	-0.13568150917891	protein-protein	0.13568150917891
SERPINA1	C1S	0.191606078243303	protein-protein	0.191606078243303
SERPINA1	C2	0.457458576535797	protein-protein	0.457458576535797
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
CD14	SERPINB1	0.283632634873079	protein-protein	0.283632634873079
ALDOB	C8G	0.1267535912957	protein-protein	0.1267535912957
SERPINA1	SERPINB1	-0.135353785524112	protein-protein	0.135353785524112
SERPINA1	CD14	0.314210313716385	protein-protein	0.314210313716385
CD14	FCGR2A	0.438387656535059	protein-protein	0.438387656535059
CD14	FCGR2A	0.438387656535059	protein-protein	0.438387656535059
APOA1	ALDOB	-0.21568560007271	protein-protein	0.21568560007271
SERPINB1	FCGR2A	0.396724498425685	protein-protein	0.396724498425685
COMP	FCGR2A	0.318461861050786	protein-protein	0.318461861050786
CFB	FCGR2A	-0.218138016519231	protein-protein	0.218138016519231
CSF1R	FCGR2A	0.330149428926481	protein-protein	0.330149428926481
CSF1R	COMP	0.219844259758519	protein-protein	0.219844259758519
CSF1R	CFB	-0.388666905209754	protein-protein	0.388666905209754
C1S	FCGR2A	-0.107370447331046	protein-protein	0.107370447331046
C1S	COMP	0.189284587641678	protein-protein	0.189284587641678
C1S	CSF1R	0.163815752421821	protein-protein	0.163815752421821
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
C2	FCGR2A	0.197309232947754	protein-protein	0.197309232947754
C2	COMP	0.131699617674967	protein-protein	0.131699617674967
C2	CFB	0.434138665144234	protein-protein	0.434138665144234
C2	C1S	0.336222821985693	protein-protein	0.336222821985693
CD14	CSF1R	0.302062324394435	protein-protein	0.302062324394435
CD14	C1S	0.219307653698115	protein-protein	0.219307653698115
SERPINA1	CFB	0.216957705969541	protein-protein	0.216957705969541
SERPINA1	C2	0.457458576535797	protein-protein	0.457458576535797
SERPINA1	CD14	0.314210313716385	protein-protein	0.314210313716385
APOA1	CFH	-0.221883584133987	protein-protein	0.221883584133987
CSF1R	FCGR2A	0.330149428926481	protein-protein	0.330149428926481
CFH	HRG	-0.221869912302436	protein-protein	0.221869912302436
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
C2	CFB	0.434138665144234	protein-protein	0.434138665144234
ALDOB	HRG	-0.209343981618482	protein-protein	0.209343981618482
APOC3	HRG	0.349147188750946	protein-protein	0.349147188750946
APOC3	CFB	0.251427067500449	protein-protein	0.251427067500449
APOC3	ALDOB	-0.219723758810659	protein-protein	0.219723758810659
SERPINA1	CFB	0.216957705969541	protein-protein	0.216957705969541
SERPINA1	CFH	0.296494498262576	protein-protein	0.296494498262576
SERPINA1	C2	0.457458576535797	protein-protein	0.457458576535797
SERPINA1	ALDOB	-0.145100580650684	protein-protein	0.145100580650684
SERPINA1	APOC3	-0.337694141637979	protein-protein	0.337694141637979
APOH	HRG	0.368769279189308	protein-protein	0.368769279189308
APOH	C1S	0.359680702414611	protein-protein	0.359680702414611
APOH	CFH	-0.123349313714505	protein-protein	0.123349313714505
APOH	APOC3	0.303704772102673	protein-protein	0.303704772102673
APOH	SERPINA1	-0.104368767054549	protein-protein	0.104368767054549
APOA1	HRG	0.489845253857931	protein-protein	0.489845253857931
APOA1	CPN1	-0.109549499280851	protein-protein	0.109549499280851
APOA1	C2	-0.341467009194461	protein-protein	0.341467009194461
APOA1	ALDOB	-0.21568560007271	protein-protein	0.21568560007271
APOA1	APOC3	0.517733495383439	protein-protein	0.517733495383439
APOA1	SERPINA1	-0.670678343801953	protein-protein	0.670678343801953
APOA1	APOH	0.133039206214958	protein-protein	0.133039206214958
C4BPB	CFB	0.311144365460077	protein-protein	0.311144365460077
C4BPB	CPN1	-0.175615366993575	protein-protein	0.175615366993575
C4BPB	CFH	0.163673220498239	protein-protein	0.163673220498239
C4BPB	ALDOB	0.103491089261064	protein-protein	0.103491089261064
C4BPB	APOC3	0.289380971264538	protein-protein	0.289380971264538
CSF1R	FCGR2A	0.330149428926481	protein-protein	0.330149428926481
C2	CFB	0.434138665144234	protein-protein	0.434138665144234
CD14	FCGR2A	0.438387656535059	protein-protein	0.438387656535059
CD14	CSF1R	0.302062324394435	protein-protein	0.302062324394435
SERPINA1	FCGR2A	0.218060511548915	protein-protein	0.218060511548915
SERPINA1	CSF1R	0.34209659264127	protein-protein	0.34209659264127
C8G	HGFAC	-0.2229807161541	protein-protein	0.2229807161541
HRG	HGFAC	0.320060896294196	protein-protein	0.320060896294196
CFB	HGFAC	-0.135394456241772	protein-protein	0.135394456241772
F9	HGFAC	-0.268125767452208	protein-protein	0.268125767452208
F9	C8G	0.639234414383029	protein-protein	0.639234414383029
F9	CFB	0.355863534582886	protein-protein	0.355863534582886
AHSG	HGFAC	0.386501864222658	protein-protein	0.386501864222658
AHSG	C8G	-0.204311478666324	protein-protein	0.204311478666324
AHSG	HRG	0.600189713144294	protein-protein	0.600189713144294
CPN1	AHSG	0.308336738343894	protein-protein	0.308336738343894
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
C2	HGFAC	-0.203037338849024	protein-protein	0.203037338849024
C2	HRG	-0.199053749252332	protein-protein	0.199053749252332
C2	CFB	0.434138665144234	protein-protein	0.434138665144234
C2	F9	0.452495443084763	protein-protein	0.452495443084763
C2	AHSG	-0.486871515735803	protein-protein	0.486871515735803
CD14	CFH	0.311172942983343	protein-protein	0.311172942983343
CD14	C2	0.282631221358374	protein-protein	0.282631221358374
APOC3	C8G	-0.178207534367024	protein-protein	0.178207534367024
APOC3	CFB	0.251427067500449	protein-protein	0.251427067500449
APOC3	F9	0.233436855385485	protein-protein	0.233436855385485
APOC3	AHSG	0.314462082137014	protein-protein	0.314462082137014
SERPINA1	HGFAC	-0.39704451572201	protein-protein	0.39704451572201
SERPINA1	C8G	0.37326444798368	protein-protein	0.37326444798368
SERPINA1	AHSG	-0.576936626144495	protein-protein	0.576936626144495
APOH	HGFAC	0.231307921846745	protein-protein	0.231307921846745
APOH	F9	0.285682089359398	protein-protein	0.285682089359398
APOH	AHSG	0.435694548334382	protein-protein	0.435694548334382
APOH	SERPINA1	-0.104368767054549	protein-protein	0.104368767054549
APOA1	HGFAC	0.510088604513472	protein-protein	0.510088604513472
APOA1	C8G	-0.307497457781404	protein-protein	0.307497457781404
APOA1	F9	-0.116050615556392	protein-protein	0.116050615556392
APOA1	AHSG	0.483028016784142	protein-protein	0.483028016784142
APOA1	APOC3	0.517733495383439	protein-protein	0.517733495383439
APOA1	APOH	0.133039206214958	protein-protein	0.133039206214958
C4BPB	C8G	0.309182683443163	protein-protein	0.309182683443163
C4BPB	CFB	0.311144365460077	protein-protein	0.311144365460077
C4BPB	AHSG	-0.132883597379305	protein-protein	0.132883597379305
C4BPB	CPN1	-0.175615366993575	protein-protein	0.175615366993575
C4BPB	APOC3	0.289380971264538	protein-protein	0.289380971264538
C4BPB	APOA1	0.208866690193666	protein-protein	0.208866690193666
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
C2	FCGR2A	0.197309232947754	protein-protein	0.197309232947754
C2	SERPINB1	-0.243634824016014	protein-protein	0.243634824016014
C2	C1S	0.336222821985693	protein-protein	0.336222821985693
CD14	CSF1R	0.302062324394435	protein-protein	0.302062324394435
CD14	C1S	0.219307653698115	protein-protein	0.219307653698115
CD14	C2	0.282631221358374	protein-protein	0.282631221358374
CD14	FCGR2A	0.438387656535059	protein-protein	0.438387656535059
CD14	CSF1R	0.302062324394435	protein-protein	0.302062324394435
C8G	HGFAC	-0.2229807161541	protein-protein	0.2229807161541
F9	HRG	0.13811615941144	protein-protein	0.13811615941144
AHSG	HRG	0.600189713144294	protein-protein	0.600189713144294
C1S	F9	0.636232934186345	protein-protein	0.636232934186345
CFH	HRG	-0.221869912302436	protein-protein	0.221869912302436
CFH	F9	-0.30391699530896	protein-protein	0.30391699530896
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
C2	C1S	0.336222821985693	protein-protein	0.336222821985693
CD14	C1S	0.219307653698115	protein-protein	0.219307653698115
CD14	CFH	0.311172942983343	protein-protein	0.311172942983343
CD14	C2	0.282631221358374	protein-protein	0.282631221358374
ALDOB	C8G	0.1267535912957	protein-protein	0.1267535912957
ALDOB	F9	0.125969062133331	protein-protein	0.125969062133331
ALDOB	CPN1	-0.125687152083392	protein-protein	0.125687152083392
APOC3	HRG	0.349147188750946	protein-protein	0.349147188750946
APOC3	F9	0.233436855385485	protein-protein	0.233436855385485
APOC3	AHSG	0.314462082137014	protein-protein	0.314462082137014
APOC3	CFH	-0.103571025746843	protein-protein	0.103571025746843
APOC3	ALDOB	-0.219723758810659	protein-protein	0.219723758810659
SERPINA1	HRG	-0.359771906903895	protein-protein	0.359771906903895
SERPINA1	C2	0.457458576535797	protein-protein	0.457458576535797
APOH	HRG	0.368769279189308	protein-protein	0.368769279189308
APOH	F9	0.285682089359398	protein-protein	0.285682089359398
APOH	AHSG	0.435694548334382	protein-protein	0.435694548334382
APOH	APOC3	0.303704772102673	protein-protein	0.303704772102673
APOH	SERPINA1	-0.104368767054549	protein-protein	0.104368767054549
APOA1	HRG	0.489845253857931	protein-protein	0.489845253857931
APOA1	F9	-0.116050615556392	protein-protein	0.116050615556392
APOA1	AHSG	0.483028016784142	protein-protein	0.483028016784142
APOA1	CPN1	-0.109549499280851	protein-protein	0.109549499280851
APOA1	CFH	-0.221883584133987	protein-protein	0.221883584133987
APOA1	APOC3	0.517733495383439	protein-protein	0.517733495383439
APOA1	APOH	0.133039206214958	protein-protein	0.133039206214958
C4BPB	HRG	0.303169273928327	protein-protein	0.303169273928327
C4BPB	AHSG	-0.132883597379305	protein-protein	0.132883597379305
APOC3	CFH	-0.103571025746843	protein-protein	0.103571025746843
HSPB1	DBH	0.291289098471473	protein-protein	0.291289098471473
C8G	HGFAC	-0.2229807161541	protein-protein	0.2229807161541
HRG	HGFAC	0.320060896294196	protein-protein	0.320060896294196
CFB	DBH	-0.27659048007766	protein-protein	0.27659048007766
F9	HGFAC	-0.268125767452208	protein-protein	0.268125767452208
F9	HRG	0.13811615941144	protein-protein	0.13811615941144
AHSG	HGFAC	0.386501864222658	protein-protein	0.386501864222658
AHSG	HRG	0.600189713144294	protein-protein	0.600189713144294
CSF1R	CFD	0.559586270090058	protein-protein	0.559586270090058
CFH	HRG	-0.221869912302436	protein-protein	0.221869912302436
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
C2	C8G	0.513461222183609	protein-protein	0.513461222183609
C2	CFB	0.434138665144234	protein-protein	0.434138665144234
C2	C1S	0.336222821985693	protein-protein	0.336222821985693
CD14	C2	0.282631221358374	protein-protein	0.282631221358374
ALDOB	F9	0.125969062133331	protein-protein	0.125969062133331
APOC3	F9	0.233436855385485	protein-protein	0.233436855385485
APOC3	AHSG	0.314462082137014	protein-protein	0.314462082137014
APOC3	ALDOB	-0.219723758810659	protein-protein	0.219723758810659
SERPINA1	CFB	0.216957705969541	protein-protein	0.216957705969541
APOH	HRG	0.368769279189308	protein-protein	0.368769279189308
APOH	F9	0.285682089359398	protein-protein	0.285682089359398
APOH	AHSG	0.435694548334382	protein-protein	0.435694548334382
APOH	CFH	-0.123349313714505	protein-protein	0.123349313714505
APOA1	HGFAC	0.510088604513472	protein-protein	0.510088604513472
APOA1	HRG	0.489845253857931	protein-protein	0.489845253857931
APOA1	AHSG	0.483028016784142	protein-protein	0.483028016784142
APOA1	ALDOB	-0.21568560007271	protein-protein	0.21568560007271
APOA1	APOC3	0.517733495383439	protein-protein	0.517733495383439
C4BPB	CFB	0.311144365460077	protein-protein	0.311144365460077
C8G	HGFAC	-0.2229807161541	protein-protein	0.2229807161541
HRG	C8G	0.115173127174341	protein-protein	0.115173127174341
CFB	HGFAC	-0.135394456241772	protein-protein	0.135394456241772
CFB	C8G	0.534791339994279	protein-protein	0.534791339994279
CFB	HRG	0.355628505504428	protein-protein	0.355628505504428
F9	HGFAC	-0.268125767452208	protein-protein	0.268125767452208
F9	C8G	0.639234414383029	protein-protein	0.639234414383029
F9	HRG	0.13811615941144	protein-protein	0.13811615941144
F9	CFB	0.355863534582886	protein-protein	0.355863534582886
CFH	HRG	-0.221869912302436	protein-protein	0.221869912302436
CFH	F9	-0.30391699530896	protein-protein	0.30391699530896
CFH	C1S	-0.347660196338521	protein-protein	0.347660196338521
C2	HGFAC	-0.203037338849024	protein-protein	0.203037338849024
C2	C8G	0.513461222183609	protein-protein	0.513461222183609
